values,
1861.978839,66765
2012.252795,66766
2119.13116,66767
2189.53451,66768
2235.420794,66769
2269.670624,66770
2303.073314,66771
2341.895508,66772
2387.879364,66773
2436.94909,66774
2485.799131,66775
2530.894646,66776
2569.687654,66777
2603.496309,66778
2636.516442,66779
2672.885778,66780
2716.779852,66781
2765.002769,66782
2815.087267,66783
2854.458594,66784
2870.940501,66785
2851.309606,66786
2787.278887,66787
2675.585594,66788
2521.341317,66789
2335.998444,66790
2137.369452,66791
1942.915583,66792
1770.946395,66793
1633.029139,66794
1534.186703,66795
1474.114038,66796
1445.576135,66797
1440.21185,66798
1449.76075,66799
1468.582128,66800
1507.851247,66801
1561.754898,66802
1647.314462,66803
1766.33537,66804
1918.141582,66805
2095.932833,66806
2286.121626,66807
2469.735312,66808
2625.40713,66809
2710.921839,66810
2722.280393,66811
2629.748913,66812
2444.140543,66813
2184.643815,66814
1880.71871,66815
1567.219266,66816
1281.772179,66817
1057.228364,66818
915.968073,66819
867.1917517,66820
905.1907262,66821
1010.588963,66822
1157.189082,66823
1316.143669,66824
1462.720194,66825
1580.888199,66826
1665.866688,66827
1722.826053,66828
1778.8912,66829
1820.310684,66830
1876.107771,66831
1953.10925,66832
2049.940289,66833
2158.005993,66834
2262.599633,66835
2349.445268,66836
2406.676064,66837
2430.422979,66838
2423.984038,66839
2398.606036,66840
2371.253141,66841
2358.005298,66842
2372.487402,66843
2420.31612,66844
2500.194651,66845
2602.187848,66846
2710.809919,66847
2811.046213,66848
2888.810123,66849
2937.281887,66850
2955.820031,66851
2953.00964,66852
2940.647452,66853
2928.330024,66854
2929.04672,66855
2943.989361,66856
2970.617537,66857
3000.35993,66858
3018.480013,66859
3012.776388,66860
2971.767747,66861
2893.21577,66862
2781.328799,66863
2649.341304,66864
2514.539339,66865
2396.196522,66866
2311.779797,66867
2271.866201,66868
2282.755123,66869
2325.957016,66870
2399.154923,66871
2447.66596,66872
2509.443339,66873
2543.349094,66874
2541.660549,66875
2504.316303,66876
2438.405484,66877
2357.163914,66878
2275.516885,66879
2207.155541,66880
2161.421998,66881
2141.579968,66882
2144.085072,66883
2160.474612,66884
2178.51671,66885
2186.713592,66886
2175.589994,66887
2139.299511,66888
2073.485198,66889
1985.373605,66890
1875.998661,66891
1754.330716,66892
1628.284064,66893
1504.75206,66894
1389.412425,66895
1286.88393,66896
1200.574775,66897
1131.800354,66898
1081.815199,66899
1050.148588,66900
1035.656313,66901
1036.2824,66902
1048.469623,66903
1066.963572,66904
1085.762186,66905
1097.180543,66906
1095.48044,66907
1092.345373,66908
1077.587069,66909
1074.623181,66910
1086.950725,66911
1113.684634,66912
1154.952934,66913
1206.632655,66914
1261.482542,66915
1307.567949,66916
1332.119241,66917
1327.940434,66918
1289.378575,66919
1222.092367,66920
1139.050958,66921
1056.690153,66922
994.8014813,66923
970.2948467,66924
992.2910053,66925
1061.417539,66926
1168.737068,66927
1297.15149,66928
1427.465562,66929
1540.76723,66930
1622.223602,66931
1664.655206,66932
1667.462093,66933
1688.609088,66934
1634.803042,66935
1566.170484,66936
1492.389171,66937
1420.544183,66938
1355.702772,66939
1299.923095,66940
1255.22926,66941
1223.748211,66942
1208.538788,66943
1214.139976,66944
1245.380685,66945
1304.885457,66946
1393.19276,66947
1507.362548,66948
1639.50971,66949
1778.494774,66950
1912.335913,66951
2027.607236,66952
2114.115591,66953
2164.728402,66954
2177.732857,66955
2154.999744,66956
2101.005785,66957
2021.881252,66958
1923.345767,66959
1809.642164,66960
1684.06665,66961
1548.731567,66962
1405.98174,66963
1258.969866,66964
1114.36942,66965
980.3771434,66966
869.8488089,66967
794.4698202,66968
765.3155258,66969
789.7068586,66970
868.4012742,66971
996.5031748,66972
1163.958474,66973
1355.70816,66974
1556.400487,66975
1750.425875,66976
1926.530561,66977
2077.330545,66978
2201.266243,66979
2298.792092,66980
2374.216531,66981
2431.455229,66982
2472.440745,66983
2497.804174,66984
2506.096702,66985
2494.484302,66986
2461.33235,66987
2406.410001,66988
2333.607132,66989
2250.384523,66990
2165.620029,66991
2091.85702,66992
2038.343219,66993
2014.708468,66994
2027.009965,66995
2078.845822,66996
2166.8733,66997
2286.688378,66998
2429.311133,66999
2583.282187,67000
2737.644948,67001
2874.724658,67002
2981.428746,67003
3041.337016,67004
3029.95773,67005
2951.257339,67006
2794.702557,67007
2576.463794,67008
2319.177781,67009
2054.941936,67010
1818.870454,67011
1647.409129,67012
1568.693961,67013
1597.462047,67014
1729.143673,67015
1941.715549,67016
2195.907962,67017
2445.713204,67018
2644.731761,67019
2759.774694,67020
2773.190376,67021
2691.189423,67022
2537.80143,67023
2351.725472,67024
2176.040537,67025
2048.723901,67026
1994.498121,67027
2018.837507,67028
2108.157781,67029
2232.770233,67030
2355.393963,67031
2439.35442,67032
2457.765733,67033
2398.975897,67034
2268.334169,67035
2084.664577,67036
1877.192608,67037
1676.071178,67038
1506.95138,67039
1383.759566,67040
1308.481115,67041
1270.520672,67042
1251.539225,67043
1231.834199,67044
1189.651882,67045
1130.468331,67046
1054.33016,67047
976.9184827,67048
919.5339082,67049
903.3671567,67050
946.0147464,67051
1055.091499,67052
1227.905753,67053
1449.979907,67054
1699.630799,67055
1951.149187,67056
2180.991314,67057
2371.003641,67058
2511.567555,67059
2601.536319,67060
2645.945233,67061
2653.116778,67062
2632.258363,67063
2589.37702,67064
2528.39705,67065
2450.335044,67066
2354.8166,67067
2242.768972,67068
2119.211553,67069
1992.748064,67070
1877.160824,67071
1786.747523,67072
1735.573173,67073
1731.499272,67074
1774.875435,67075
1855.902259,67076
1957.600061,67077
2056.61722,67078
2129.361891,67079
2145.441113,67080
2101.253651,67081
1984.568401,67082
1807.472681,67083
1590.34116,67084
1360.866444,67085
1146.556061,67086
973.4497947,67087
859.5509739,67088
811.9587049,67089
827.6903042,67090
893.6146523,67091
991.4406695,67092
1101.096936,67093
1205.363546,67094
1293.31565,67095
1361.551869,67096
1413.064673,67097
1456.347847,67098
1500.34929,67099
1552.661988,67100
1615.544353,67101
1686.577399,67102
1756.524758,67103
1813.722676,67104
1846.613046,67105
1846.269007,67106
1809.033851,67107
1739.707285,67108
1647.964575,67109
1548.497274,67110
1457.305445,67111
1389.550475,67112
1354.589102,67113
1355.36135,67114
1388.061036,67115
1443.856761,67116
1508.875071,67117
1571.886135,67118
1622.884841,67119
1658.369039,67120
1678.941043,67121
1690.671988,67122
1702.892171,67123
1723.765187,67124
1759.711157,67125
1812.020205,67126
1876.068228,67127
1943.323085,67128
2002.748009,67129
2043.078092,67130
2057.52108,67131
2043.273967,67132
2003.193222,67133
1945.034741,67134
1879.221088,67135
1816.131973,67136
1762.930527,67137
1723.771007,67138
1696.093893,67139
1675.445626,67140
1653.538313,67141
1624.363377,67142
1583.104545,67143
1530.836166,67144
1472.822956,67145
1419.142286,67146
1382.360212,67147
1381.984808,67148
1425.329899,67149
1523.026529,67150
1663.631639,67151
1830.877836,67152
2002.728245,67153
2153.578831,67154
2258.834482,67155
2298.431045,67156
2261.196742,67157
2149.290136,67158
1975.698788,67159
1764.580549,67160
1545.133662,67161
1348.654377,67162
1200.464526,67163
1117.109995,67164
1104.53099,67165
1156.568609,67166
1259.57817,67167
1393.525178,67168
1538.503947,67169
1676.89305,67170
1796.428461,67171
1891.413245,67172
1960.650434,67173
2006.090878,67174
2030.846007,67175
2035.782152,67176
2012.789196,67177
1964.250406,67178
1879.529965,67179
1759.245238,67180
1607.825335,67181
1436.094727,67182
1265.836961,67183
1081.117172,67184
973.8228381,67185
933.6440104,67186
970.1439259,67187
1080.349091,67188
1249.106822,67189
1449.718526,67190
1649.284164,67191
1815.246396,67192
1922.236219,67193
1957.287998,67194
1921.044905,67195
1829.147957,67196
1706.240401,67197
1581.309441,67198
1481.717493,67199
1426.115904,67200
1425.249477,67201
1473.750688,67202
1561.467468,67203
1670.589334,67204
1783.61484,67205
1888.970264,67206
1982.044484,67207
2066.918731,67208
2155.075563,67209
2260.469593,67210
2393.352531,67211
2559.583838,67212
2754.971219,67213
2965.529646,67214
3171.223116,67215
3349.293148,67216
3478.898992,67217
3545.773533,67218
3545.59741,67219
3485.149718,67220
3380.898395,67221
3255.37589,67222
3132.260066,67223
3031.396608,67224
2964.981481,67225
2912.490665,67226
2877.382639,67227
2821.225315,67228
2726.410068,67229
2577.356682,67230
2368.916381,67231
2108.257868,67232
1815.714952,67233
1520.885585,67234
1258.06131,67235
1056.484689,67236
935.6079391,67237
900.1779136,67238
939.9879286,67239
1031.928926,67240
1146.090073,67241
1252.746865,67242
1326.146469,67243
1351.622528,67244
1329.112261,67245
1265.943295,67246
1180.579987,67247
1092.84521,67248
1019.707625,67249
971.8853508,67250
952.4704906,67251
957.0405485,67252
975.9964639,67253
997.8511533,67254
1012.488893,67255
1014.088388,67256
1002.30433,67257
982.0118546,67258
961.4427223,67259
949.5888069,67260
953.3089953,67261
975.3365125,67262
1013.219945,67263
1060.147441,67264
1106.409491,67265
1142.189749,67266
1159.970631,67267
1156.452123,67268
1133.285202,67269
1096.480828,67270
1054.913547,67271
1017.621444,67272
992.030873,67273
1000.60617,67274
1035.854654,67275
1114.773304,67276
1235.895818,67277
1395.965493,67278
1591.491395,67279
1816.520451,67280
2064.254054,67281
2325.027147,67282
2584.854421,67283
2831.460428,67284
3049.281372,67285
3225.75583,67286
3351.205632,67287
3420.615236,67288
3366.918663,67289
3334.409133,67290
3259.540838,67291
3147.803577,67292
3013.719265,67293
2863.828637,67294
2706.287827,67295
2548.15568,67296
2395.001875,67297
2252.252495,67298
2125.515852,67299
2021.013458,67300
1948.009894,67301
1913.901569,67302
1925.876408,67303
1986.735961,67304
2095.26603,67305
2243.015256,67306
2415.144359,67307
2593.660058,67308
2757.86915,67309
2888.392429,67310
2971.738628,67311
2999.419753,67312
2972.462465,67313
2898.500642,67314
2790.857736,67315
2665.097232,67316
2537.192512,67317
2405.88268,67318
2286.842905,67319
2167.811289,67320
2046.948534,67321
1919.812238,67322
1782.018249,67323
1633.717504,67324
1479.691198,67325
1330.977144,67326
1200.776776,67327
1102.974148,67328
1048.97664,67329
1043.135296,67330
1085.12901,67331
1165.687021,67332
1272.77933,67333
1391.96454,67334
1509.29235,67335
1615.282045,67336
1704.451632,67337
1776.041589,67338
1833.24293,67339
1880.608189,67340
1922.416853,67341
1961.793066,67342
1998.375276,67343
2030.449146,67344
2053.576029,67345
2064.199771,67346
2059.594744,67347
2040.0519,67348
2008.674518,67349
1972.052594,67350
1937.118146,67351
1911.727574,67352
1901.427898,67353
1909.435027,67354
1934.554052,67355
1973.449796,67356
2020.514616,67357
2069.374417,67358
2114.59438,67359
2153.369787,67360
2185.049882,67361
2211.564847,67362
2235.627053,67363
2260.412037,67364
2286.973598,67365
2313.59266,67366
2335.762033,67367
2336.588749,67368
2317.035384,67369
2258.893664,67370
2162.551282,67371
2031.403235,67372
1875.572488,67373
1712.300557,67374
1563.141736,67375
1453.372625,67376
1402.93489,67377
1429.158427,67378
1536.921186,67379
1718.373515,67380
1957.989303,67381
2228.393149,67382
2499.741484,67383
2743.348697,67384
2937.683024,67385
3068.479475,67386
3133.491895,67387
3139.585014,67388
3101.451068,67389
3037.472652,67390
2965.775635,67391
2900.670387,67392
2848.597067,67393
2810.434659,67394
2781.356359,67395
2753.19983,67396
2718.355009,67397
2672.028131,67398
2614.029085,67399
2547.851843,67400
2480.795332,67401
2422.478054,67402
2380.329373,67403
2331.838143,67404
2293.261274,67405
2235.904101,67406
2153.395338,67407
2048.78337,67408
1922.051625,67409
1782.549322,67410
1647.852918,67411
1540.085938,67412
1449.889422,67413
1457.154075,67414
1534.521711,67415
1673.313345,67416
1853.832502,67417
2047.081497,67418
2222.733212,67419
2355.763225,67420
2430.168862,67421
2443.906578,67422
2406.892704,67423
2338.613439,67424
2261.692263,67425
2197.441189,67426
2159.528755,67427
2152.659732,67428
2150.453527,67429
2150.684252,67430
2114.423525,67431
2025.588409,67432
1874.022259,67433
1661.773276,67434
1402.971308,67435
1123.161188,67436
855.7140896,67437
631.782612,67438
476.2664441,67439
401.2201396,67440
406.0541504,67441
476.1568144,67442
586.293471,67443
754.6882264,67444
962.3357925,67445
1190.977174,67446
1433.25951,67447
1686.796032,67448
1947.413791,67449
2207.274389,67450
2450.412707,67451
2655.464766,67452
2800.078489,67453
2864.932225,67454
2838.952909,67455
2724.119989,67456
2534.813513,67457
2296.526415,67458
2041.510734,67459
1801.548974,67460
1603.279051,67461
1463.168793,67462
1385.201495,67463
1362.724862,67464
1381.259491,67465
1424.072903,67466
1475.094888,67467
1525.368047,67468
1572.25222,67469
1619.937057,67470
1675.103255,67471
1744.786224,67472
1830.844089,67473
1929.737943,67474
2030.570299,67475
2118.308878,67476
2176.781586,67477
2192.99278,67478
2150.205596,67479
2054.576395,67480
1905.02117,67481
1718.737074,67482
1516.317144,67483
1319.208357,67484
1145.1158,67485
1007.118909,67486
911.0732673,67487
857.7848079,67488
842.2715295,67489
858.7469017,67490
899.6382597,67491
961.0042272,67492
1040.486291,67493
1138.340569,67494
1255.694385,67495
1391.830257,67496
1544.54787,67497
1706.780002,67498
1868.771374,67499
2018.015386,67500
2141.774586,67501
2230.510093,67502
2279.184187,67503
2288.596343,67504
2267.766101,67505
2229.041342,67506
2186.646752,67507
2152.990164,67508
2134.110349,67509
2130.465322,67510
2134.906219,67511
2135.236745,67512
2119.863742,67513
2077.880409,67514
2008.95901,67515
1914.309284,67516
1809.088673,67517
1709.881441,67518
1635.961679,67519
1602.564388,67520
1617.966445,67521
1679.537453,67522
1774.511377,67523
1882.661636,67524
1979.277195,67525
2043.719632,67526
2062.091727,67527
2031.3527,67528
1959.982043,67529
1865.804333,67530
1771.30005,67531
1699.019538,67532
1665.040098,67533
1677.419441,67534
1733.175354,67535
1819.550688,67536
1918.271276,67537
2008.609083,67538
2073.588732,67539
2103.658209,67540
2098.050555,67541
2065.476083,67542
2020.787644,67543
1980.403277,67544
1958.287118,67545
1963.314831,67546
1989.782996,67547
2033.40255,67548
2076.082806,67549
2102.584805,67550
2099.529728,67551
2060.054601,67552
1984.412982,67553
1882.267765,67554
1769.101855,67555
1661.793362,67556
1576.606054,67557
1521.442144,67558
1496.650749,67559
1494.477194,67560
1500.692169,67561
1498.841125,67562
1476.2267,67563
1424.82885,67564
1345.975671,67565
1248.926796,67566
1148.818983,67567
1063.08684,67568
1009.599067,67569
997.782772,67570
1032.750705,67571
1110.484267,67572
1221.237297,67573
1351.404384,67574
1488.01899,67575
1621.428881,67576
1746.066676,67577
1864.354532,67578
1975.314916,67579
2085.318828,67580
2193.408237,67581
2295.17619,67582
2382.476143,67583
2443.709994,67584
2466.606569,67585
2441.027149,67586
2363.8868,67587
2239.511741,67588
2080.083063,67589
1905.492774,67590
1737.749766,67591
1597.795348,67592
1510.811424,67593
1444.04358,67594
1402.696095,67595
1376.981611,67596
1351.807257,67597
1312.391795,67598
1249.867709,67599
1164.293515,67600
1064.946759,67601
967.8440398,67602
891.3057555,67603
850.5004546,67604
853.4710573,67605
901.6947223,67606
985.7549654,67607
1093.748589,67608
1210.411688,67609
1323.308283,67610
1424.73998,67611
1514.081063,67612
1596.143705,67613
1678.819842,67614
1769.904421,67615
1872.97008,67616
1985.232647,67617
2098.698217,67618
2200.968049,67619
2278.775529,67620
2322.305995,67621
2326.769673,67622
2294.721608,67623
2235.4905,67624
2162.706371,67625
2092.303188,67626
2036.997371,67627
2005.859673,67628
2000.826735,67629
2017.927364,67630
2049.057917,67631
2084.739178,67632
2115.371746,67633
2136.191668,67634
2147.436856,67635
2186.035108,67636
2184.409143,67637
2186.533774,67638
2196.844704,67639
2216.566187,67640
2244.521188,67641
2275.612981,67642
2304.762579,67643
2326.862307,67644
2340.079386,67645
2346.251165,67646
2350.989495,67647
2361.274357,67648
2385.218483,67649
2427.87915,67650
2490.823835,67651
2570.131352,67652
2658.129446,67653
2743.246229,67654
2815.235143,67655
2864.000611,67656
2886.458828,67657
2884.085032,67658
2863.56191,67659
2836.121502,67660
2813.799302,67661
2807.688566,67662
2824.532672,67663
2866.237438,67664
2928.533251,67665
3002.946209,67666
3078.677356,67667
3144.852387,67668
3193.99783,67669
3222.5145,67670
3231.732299,67671
3226.912211,67672
3215.403935,67673
3204.476976,67674
3199.39858,67675
3202.235685,67676
3211.641971,67677
3223.617129,67678
3232.968477,67679
3235.032175,67680
3219.404174,67681
3184.851602,67682
3125.00691,67683
3037.81424,67684
2923.857817,67685
2784.279527,67686
2621.890948,67687
2440.879426,67688
2248.2241,67689
2053.355911,67690
1869.257056,67691
1710.095609,67692
1589.830356,67693
1519.806366,67694
1507.218604,67695
1552.592578,67696
1650.367897,67697
1787.697573,67698
1947.119955,67699
2108.24059,67700
2250.647304,67701
2358.710863,67702
2421.716355,67703
2437.929095,67704
2411.81988,67705
2354.941587,67706
2280.998646,67707
2205.037945,67708
2139.459783,67709
2092.597535,67710
2067.064238,67711
2060.569269,67712
2066.446753,67713
2075.903356,67714
2080.380282,67715
2072.99647,67716
2050.730247,67717
2011.995614,67718
1960.106194,67719
1897.523583,67720
1828.065438,67721
1754.585996,67722
1678.395775,67723
1599.618661,67724
1517.387237,67725
1431.298655,67726
1342.281443,67727
1252.561015,67728
1168.52744,67729
1095.867203,67730
1041.785033,67731
1012.451831,67732
1011.593291,67733
1039.544384,67734
1093.134647,67735
1167.13703,67736
1274.645243,67737
1363.805841,67738
1449.618775,67739
1527.886692,67740
1595.886713,67741
1654.30724,67742
1705.039595,67743
1750.114812,67744
1792.488158,67745
1832.342383,67746
1869.935708,67747
1902.325683,67748
1929.220215,67749
1949.144897,67750
1963.663943,67751
1976.805948,67752
1994.882574,67753
2023.955333,67754
2069.431431,67755
2133.785229,67756
2214.897619,67757
2305.618536,67758
2394.99967,67759
2470.752669,67760
2520.475428,67761
2535.070567,67762
2511.855152,67763
2453.979257,67764
2371.663301,67765
2279.530264,67766
2193.478527,67767
2129.320404,67768
2097.204889,67769
2103.315045,67770
2145.933663,67771
2217.169253,67772
2306.001432,67773
2398.944646,67774
2484.18989,67775
2553.732573,67776
2604.186917,67777
2636.327627,67778
2654.133318,67779
2663.086872,67780
2668.325468,67781
2673.609679,67782
2680.383238,67783
2682.942593,67784
2671.958575,67785
2645.906325,67786
2593.802358,67787
2516.985886,67788
2420.652446,67789
2312.423203,67790
2204.510199,67791
2110.498837,67792
2043.018262,67793
2012.635475,67794
2023.713962,67795
2073.808106,67796
2154.984423,67797
2254.149715,67798
2356.331512,67799
2447.193332,67800
2515.75165,67801
2555.487055,67802
2564.889872,67803
2547.242579,67804
2508.081977,67805
2455.31741,67806
2395.191668,67807
2333.944685,67808
2275.144307,67809
2221.318815,67810
2173.837611,67811
2133.94949,67812
2102.86996,67813
2083.084464,67814
2077.334489,67815
2088.735031,67816
2119.399249,67817
2170.602635,67818
2241.238333,67819
2326.409147,67820
2419.963457,67821
2512.705451,67822
2594.908528,67823
2658.916259,67824
2698.224354,67825
2709.662062,67826
2694.805584,67827
2657.399995,67828
2603.775545,67829
2541.26853,67830
2475.570375,67831
2411.078988,67832
2348.254863,67833
2278.708721,67834
2203.131605,67835
2110.841873,67836
2000.146496,67837
1872.855516,67838
1734.22955,67839
1594.871989,67840
1468.626069,67841
1369.898932,67842
1310.868541,67843
1299.929793,67844
1337.362509,67845
1418.8981,67846
1532.573437,67847
1664.265408,67848
1799.128297,67849
1923.112303,67850
2028.368973,67851
2109.954538,67852
2169.582503,67853
2210.992087,67854
2240.61316,67855
2263.930582,67856
2285.159694,67857
2304.732853,67858
2320.716805,67859
2327.950669,67860
2320.188289,67861
2293.631126,67862
2245.714651,67863
2178.37904,67864
2098.732493,67865
2013.456001,67866
1932.797089,67867
1865.403075,67868
1817.232919,67869
1791.121102,67870
1784.839464,67871
1792.663614,67872
1805.779425,67873
1811.664269,67874
1786.170419,67875
1723.163917,67876
1623.73911,67877
1497.455338,67878
1356.398885,67879
1218.986878,67880
1105.251589,67881
1032.508555,67882
1014.486553,67883
1055.521633,67884
1151.603117,67885
1289.814531,67886
1451.048172,67887
1614.281792,67888
1759.444453,67889
1872.25967,67890
1945.522613,67891
1981.272913,67892
2076.504151,67893
2063.856941,67894
2048.137532,67895
2040.274024,67896
2048.139501,67897
2072.213571,67898
2108.896582,67899
2150.07284,67900
2188.248729,67901
2215.493282,67902
2227.515742,67903
2225.576803,67904
2213.624077,67905
2199.29861,67906
2192.866172,67907
2201.920703,67908
2231.374337,67909
2284.237882,67910
2355.642846,67911
2438.782313,67912
2525.048323,67913
2603.89747,67914
2668.497362,67915
2713.406407,67916
2738.218302,67917
2744.56926,67918
2738.875085,67919
2725.529415,67920
2711.255165,67921
2699.735064,67922
2692.467146,67923
2688.910943,67924
2687.114918,67925
2684.623966,67926
2679.40504,67927
2667.829519,67928
2650.147425,67929
2624.667713,67930
2592.322974,67931
2553.444784,67932
2509.187047,67933
2460.969126,67934
2410.676688,67935
2360.733793,67936
2314.307858,67937
2274.382777,67938
2245.816682,67939
2230.27916,67940
2231.879022,67941
2251.210469,67942
2288.236635,67943
2339.906171,67944
2400.136287,67945
2461.950539,67946
2517.037141,67947
2558.284558,67948
2579.665242,67949
2578.925384,67950
2556.228787,67951
2514.850123,67952
2461.620168,67953
2404.54502,67954
2352.125796,67955
2312.514297,67956
2291.766303,67957
2293.384041,67958
2316.221812,67959
2357.538949,67960
2410.762995,67961
2469.032313,67962
2525.692137,67963
2575.794062,67964
2616.91863,67965
2649.659402,67966
2676.381992,67967
2700.743823,67968
2724.682265,67969
2751.013327,67970
2775.735885,67971
2795.416151,67972
2802.692385,67973
2790.108149,67974
2750.812163,67975
2681.629316,67976
2582.415845,67977
2459.196412,67978
2321.678618,67979
2183.160767,67980
2057.678203,67981
1956.973296,67982
1888.458479,67983
1853.48239,67984
1848.038603,67985
1859.369069,67986
1877.625334,67987
1888.148629,67988
1881.821583,67989
1855.032936,67990
1808.609035,67991
1748.945013,67992
1685.821253,67993
1629.629363,67994
1588.389781,67995
1565.995016,67996
1561.132212,67997
1568.034531,67998
1576.940635,67999
1578.204965,68000
1564.412765,68001
1532.463196,68002
1483.31878,68003
1424.492776,68004
1365.328678,68005
1316.582159,68006
1286.441583,68007
1280.531517,68008
1299.310696,68009
1338.3783,68010
1390.533932,68011
1447.221313,68012
1500.03742,68013
1544.076583,68014
1577.957571,68015
1605.332118,68016
1632.254349,68017
1665.809581,68018
1714.816198,68019
1783.051285,68020
1872.19655,68021
1980.08994,68022
2100.694069,68023
2274.770629,68024
2395.490594,68025
2500.592255,68026
2583.65347,68027
2639.84013,68028
2668.294356,68029
2670.330977,68030
2649.999483,68031
2611.32364,68032
2559.220646,68033
2497.863896,68034
2431.541752,68035
2364.564127,68036
2300.187327,68037
2242.760368,68038
2195.556777,68039
2162.422957,68040
2145.770046,68041
2147.79976,68042
2167.809016,68043
2203.436466,68044
2251.427725,68045
2306.762555,68046
2365.314371,68047
2423.990248,68048
2480.692565,68049
2534.832712,68050
2587.06749,68051
2638.113318,68052
2686.977288,68053
2733.602077,68054
2774.932716,68055
2808.477253,68056
2831.699317,68057
2842.415501,68058
2841.605897,68059
2831.321337,68060
2816.027666,68061
2801.350288,68062
2794.349899,68063
2796.747568,68064
2810.665501,68065
2832.604925,68066
2856.753679,68067
2876.380489,68068
2884.561877,68069
2877.203314,68070
2853.019385,68071
2815.140809,68072
2769.224983,68073
2723.492348,68074
2685.907119,68075
2661.553172,68076
2653.812543,68077
2659.740309,68078
2674.496388,68079
2690.082671,68080
2699.752188,68081
2697.905053,68082
2683.293056,68083
2659.374463,68084
2630.336782,68085
2604.515701,68086
2588.471343,68087
2586.616373,68088
2601.099708,68089
2629.747765,68090
2666.708585,68091
2705.946852,68092
2740.737659,68093
2767.137021,68094
2784.416743,68095
2794.605068,68096
2800.646437,68097
2805.48029,68098
2810.867185,68099
2815.023076,68100
2814.658858,68101
2804.338149,68102
2780.02758,68103
2739.574342,68104
2684.769426,68105
2621.600318,68106
2559.204737,68107
2507.984899,68108
2477.16347,68109
2471.404091,68110
2490.771214,68111
2518.999049,68112
2552.195357,68113
2547.881486,68114
2526.424205,68115
2461.569868,68116
2356.313029,68117
2219.410652,68118
2080.697725,68119
1930.914989,68120
1802.463776,68121
1707.724022,68122
1650.714427,68123
1626.259146,68124
1622.379931,68125
1624.258356,68126
1619.081024,68127
1600.102607,68128
1568.006777,68129
1533.181219,68130
1510.66554,68131
1516.607167,68132
1564.598618,68133
1660.454136,68134
1799.516141,68135
1968.341154,68136
2147.197964,68137
2313.909491,68138
2450.718267,68139
2545.753894,68140
2597.378069,68141
2601.988406,68142
2564.485623,68143
2498.186961,68144
2402.665059,68145
2289.073746,68146
2163.67015,68147
2029.750336,68148
1891.446845,68149
1755.460695,68150
1629.518023,68151
1524.796488,68152
1451.987121,68153
1418.697255,68154
1427.626915,68155
1475.057828,68156
1550.772316,68157
1640.360046,68158
1727.444215,68159
1798.660366,68160
1843.976757,68161
1860.468796,68162
1850.54925,68163
1821.159393,68164
1782.107408,68165
1742.688016,68166
1710.731305,68167
1690.297204,68168
1681.899133,68169
1683.74759,68170
1692.61938,68171
1705.906185,68172
1722.506377,68173
1743.937773,68174
1773.045303,68175
1812.59151,68176
1864.676196,68177
1928.36754,68178
1999.674546,68179
2070.709756,68180
2132.295303,68181
2175.167982,68182
2192.693783,68183
2182.183236,68184
2146.410179,68185
2087.897339,68186
2015.714755,68187
1945.188479,68188
1879.874767,68189
1825.788996,68190
1783.559907,68191
1749.385286,68192
1717.600082,68193
1682.409764,68194
1639.455781,68195
1587.603335,68196
1530.505123,68197
1474.242247,68198
1427.069635,68199
1397.156027,68200
1389.272811,68201
1405.80955,68202
1442.84683,68203
1494.284405,68204
1552.172866,68205
1607.995817,68206
1655.53074,68207
1691.245254,68208
1714.202964,68209
1726.135733,68210
1731.008006,68211
1731.069197,68212
1729.872477,68213
1727.725568,68214
1723.845799,68215
1716.360376,68216
1704.605781,68217
1689.224974,68218
1673.325538,68219
1663.835607,68220
1666.665733,68221
1688.451056,68222
1732.725172,68223
1797.992058,68224
1878.945029,68225
1966.885507,68226
2049.655129,68227
2114.718025,68228
2152.371705,68229
2156.048134,68230
2124.620907,68231
2063.094804,68232
1981.031512,68233
1890.027103,68234
1802.04873,68235
1727.830595,68236
1673.291165,68237
1640.739303,68238
1628.474939,68239
1632.0067,68240
1646.561171,68241
1667.746501,68242
1693.66144,68243
1723.990096,68244
1761.488734,68245
1816.302791,68246
1875.431989,68247
1948.394719,68248
2032.765414,68249
2124.201648,68250
2215.585424,68251
2299.157223,68252
2367.970853,68253
2418.147838,68254
2448.634193,68255
2461.642749,68256
2462.302294,68257
2422.785033,68258
2430.933771,68259
2457.455518,68260
2506.35374,68261
2576.524222,68262
2664.603423,68263
2763.130958,68264
2861.096165,68265
2947.566997,68266
3013.548685,68267
3050.533842,68268
3055.528766,68269
3027.962203,68270
2971.385777,68271
2891.554835,68272
2795.756312,68273
2690.701026,68274
2575.65617,68275
2472.631208,68276
2355.50862,68277
2242.524229,68278
2139.385033,68279
2050.428537,68280
1981.129208,68281
1937.321258,68282
1922.783332,68283
1939.048464,68284
1983.823179,68285
2051.245827,68286
2132.723021,68287
2216.883147,68288
2293.495993,68289
2354.134615,68290
2392.62182,68291
2408.032547,68292
2402.564342,68293
2381.536417,68294
2352.355297,68295
2322.451228,68296
2297.218547,68297
2280.914798,68298
2275.569978,68299
2280.378977,68300
2294.211953,68301
2314.905239,68302
2340.434462,68303
2369.102906,68304
2400.138757,68305
2433.471247,68306
2468.503178,68307
2495.788602,68308
2519.681963,68309
2546.552091,68310
2537.624197,68311
2512.194024,68312
2470.964819,68313
2418.069943,68314
2360.782049,68315
2308.122598,68316
2270.677765,68317
2256.841897,68318
2272.462824,68319
