values
1276.1569125786687
1309.851499318146
1354.1339316905714
1411.6347423061136
1484.443040139683
1573.0981812821
1672.5817119638273
1774.26302511926
1866.2832180278754
1936.9188732143596
1977.592949519264
1984.5422290176566
1961.2510039166561
1917.3664066525398
1865.9712116821386
1821.505708466138
1795.9895151085923
1795.6604947138549
1819.7184739981622
1861.8636364731003
1910.582576148554
1953.7713676008734
1980.8978263586826
1985.5298907122442
1967.8652412953413
1933.2479418851578
1890.7616574139875
1866.7308269133248
1863.5088137294829
1902.6978503264834
1986.0764480136313
2109.0319455452836
2262.109638834843
2429.5816241993525
2593.1111643541076
2664.352061093143
2771.1105385104265
2835.0427681915594
2855.1301618880143
2838.278001154432
2796.3263811691586
2742.673096498781
2690.943876555478
2651.4423711565914
2629.9206015440013
2626.992433933163
2636.9684984186565
2654.5498019790125
2671.1120686348745
2681.1423137676043
2682.070395130145
2675.276633947177
2664.2984223106628
2653.817094162373
2649.3711860250164
2651.5338582803765
2660.802736551699
2672.1758971331187
2678.783891850274
2673.61003885405
2650.047603025868
2604.8755389194916
2538.685462387338
2456.8855910308985
2366.8831532990343
2278.468636393531
2200.068325299826
2138.1646079943725
2095.21525839381
2070.732240058503
2059.281215083242
2054.6436039202963
2049.1384529889724
2036.2692735546123
2007.6233807135616
1962.0518974311283
1898.940055966365
1818.4218580787165
1726.3234813732702
1628.332734101759
1530.7202331162284
1439.6155107540644
1361.6998233816491
1302.3415857464952
1265.2213826390596
1252.432943117374
1264.1345929514955
1296.5829576588824
1344.8660218842313
1401.7661237163497
1458.83093514232
1508.0970813803024
1543.8625112484192
1562.1164545206339
1562.6859444886363
1547.5878782151547
1521.0762077841541
1488.3915376509194
1455.2670693850496
1425.1533562293669
1401.7445840933751
1386.4550509095789
1378.4910014366365
1376.6668631752732
1378.8489409335987
1382.0478551876197
1385.018651588252
1387.1189982042074
1388.4483768559212
1392.1097808416941
1400.2067740546695
1416.4416757376925
1443.5438919614849
1484.0930596723933
1538.2244878397773
1604.6876369326646
1680.2975756339176
1760.629364783676
1836.7228120463972
1906.0882119103862
1959.606460008674
1995.1421001738381
2011.4374329028667
2010.4565726824312
1997.2215672411667
1978.7694514132495
1963.0076796470103
1956.231170970934
1963.5953330045802
1986.8611462973463
2024.4627664004975
2073.2301025367024
2127.81631158933
2182.2405315003853
2231.489012319589
2272.676349894346
2304.0480388036754
2326.7236688125786
2342.787917187733
2354.765326055127
2364.9752374793816
2374.65786162998
2384.3263112516456
2394.227084614917
2332.843578889705
2339.545488477786
2347.2964594016667
2357.891671041886
2372.535074268394
2393.3122050314014
2419.8901518423886
2451.9750261086574
2486.6273222533646
2520.9210480360616
2551.2691990874973
2574.7418237711336
2589.9758210383015
2596.2102276531823
2595.608410239357
2590.404779484506
2582.66568388047
2574.0538586355137
2564.491427808776
2552.2983357091275
2534.2734655812246
2506.3678773331585
2466.06905091316
2410.9948909021027
2342.8685026069306
2264.840783628125
2182.949988696358
2104.3154478951005
