0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
2672.722502882835,2953.9414802152414,2944.382473161955,2873.821891098424,1516.3585999274082,2170.4656701972526,3998.3573338622473,1038.2844115761395,801.0736449648023,932.3350444677794,1334.5093275117174,2096.47375053173,474.136744110984,1120.7053319552035,2565.6767010192843,1545.2096356625586,1058.720031768156,2786.918993581143,2673.614470447792,2180.4662809628544,2559.427089120415,2163.3673558554647,2295.786816491854,603.5372640996143,2467.5810351994483,1245.0902480723005,2414.067457613566,3698.246190761435,3267.3791465970144,1965.3210915806355,2278.137840004384,1430.8103085523862,2601.8347370338247,3091.361100725798,2507.697656312912,2507.697656312912,1003.4148127059104,492.89221608049934,2595.023296537648,1966.7775081998084
2713.328962409788,3000.987772276849,2777.4027968382425,2915.1071647585604,1538.3080510094435,2173.423699380836,4002.314539716157,1051.281487391704,756.2595474867517,937.4649280451144,1367.7016350505428,2116.740949581692,660.2282508813939,1091.2504556551362,2540.525622141304,1654.991038951145,1036.5742817967885,2796.580541076149,2688.6724274401363,2191.8679681607555,2579.5275487355966,2110.032918284528,2299.8884173335136,617.6237011175278,2482.113519652902,1442.6953569982174,2391.094870919759,3643.7277788464553,3357.557227562644,2173.051977756453,2287.442679327917,1509.267973587469,2606.887314943021,3149.967438701583,2566.164884461146,2566.164884461146,1121.8272547588683,528.4734748497988,2673.881430937615,2247.683139152633
2742.303409085556,3013.769050780298,2644.6980760299,2959.022941994488,1565.3761759331553,2180.351095011226,3996.328583941031,1063.8977946671998,712.2629744745077,941.093268657666,1396.429948204871,2126.4909849235555,965.7960616856508,1059.8488273149887,2515.077808154091,1770.2427109093487,1012.4225638713684,2812.435648911096,2706.276907832711,2205.2115306822034,2601.391721100299,2105.602481240657,2306.4732568472227,634.3924654391201,2503.7050231411467,1626.480561001021,2368.946770922854,3540.0030646247296,3454.612389946894,2359.2577047407244,2298.954502720577,1587.7154685582914,2614.818939526764,3213.9293049768094,2624.9240899248125,2624.9240899248125,1247.9410127464782,562.8981784059606,2746.8384101507454,2482.268427627881
2753.4267675589213,2980.8528245503267,2549.841635502316,3001.892449184405,1597.7765318947354,2190.5870119394795,3985.023056765485,1075.7367636605766,672.7405063908923,944.4109147058056,1416.2021694294704,2082.7345978722083,1340.337054496325,1026.9901420789445,2489.787558633708,1894.271931509198,986.5602625219558,2834.47986765232,2726.784945613045,2220.311936287915,2625.407620345811,2134.4588102184484,2315.7072706505305,657.4834107353224,2534.591739221252,1795.4424744276505,2347.361226924939,3369.040315785831,3556.4257499125188,2532.2178278878964,2312.785572751419,1659.4385314284937,2617.520521933092,3283.4162082145303,2684.418827794389,2684.418827794389,1381.031328154084,593.1285011695213,2807.6974979522174,2649.779531460291
2744.9617410673054,2898.6272744428925,2492.7361514895647,3041.3597947067856,1632.643773245892,2203.586652664809,3972.485481769538,1086.6261559702057,697.2797572669426,947.877469962009,1425.4381079561845,1958.7565460762555,1713.7855840851244,993.1022668394075,2465.4682562278103,2025.130878182504,959.319307149058,2861.034159583408,2750.5520128733165,2237.2062553486667,2651.87701823648,2177.9178148541096,2327.8028541148137,690.0183459697105,2574.459845383866,1952.8477895687067,2326.6909405396764,3127.955335975162,3658.551937909476,2695.394346228288,2329.07749276408,1721.0038577168464,2611.488225565009,3358.403196196633,2746.058142748747,2746.058142748747,1516.8919760776098,620.7694020292308,2850.1503169713937,2748.8755502953213
2719.409006426994,2771.2912966438244,2471.286344052085,3076.788286294499,1667.055004674458,2219.001086073569,3961.590171071175,1097.2766746871362,692.6679784616558,951.3167923576116,1424.8753219550545,1757.1763470476376,2023.267921496613,958.3581081507456,2443.009852635571,2157.754608030757,931.0402980633908,2889.626569289016,2777.6821188216272,2256.228831096205,2680.960124318228,2218.2124126972844,2342.9126588975737,734.376807271115,2620.464415038972,2105.48812706045,2307.6076516556022,2829.5279877002567,3754.0990897424176,2843.514011879992,2347.949298828427,1771.883369139741,2597.1795944100977,3438.888003121684,2809.530714391239,2809.530714391239,1647.8809252696628,651.6494570265993,2868.524476899905,2792.855686589947
2682.086809587981,2608.511399163486,2483.78647268349,3109.1256919847688,1700.5064964276198,2236.6013979353943,3953.594891025499,1109.540524025197,711.082153313549,954.15073921168,1416.5999689685898,1509.7271035939443,2230.4466248783874,922.644129374224,2423.1207705499314,2286.879589524328,902.0990444140762,2917.925605807644,2808.0401819574536,2278.040652717267,2712.704767800182,2240.698091900725,2360.982588003298,793.8598397744959,2668.6558903649493,2260.968521617662,2290.775546114757,2496.280013507934,3835.411475549313,2964.3797066848983,2369.426117645751,1813.4425742338133,2577.657539818269,3525.11890867,2871.191838266135,2871.191838266135,1764.2071094878163,693.1703777974947,2859.83680252724,2801.6421127847584
2639.255881608255,2423.183352645393,2529.005494171792,3140.220757862528,1735.8354944877683,2307.869913053679,3947.6672976431128,1125.499508097065,749.8507532141678,955.6858717575428,1403.062578859022,1261.251800325242,2326.7885837370445,885.675054493513,2405.787630168224,2408.785299629524,872.8435159054391,2944.336309816608,2841.5542821027693,2303.3411653879853,2747.0925911373647,2235.329643839512,2381.7302139876447,877.8485507814423,2715.684669744577,2421.8619186153464,2276.625813375741,2152.3917839394644,3896.654501061988,3045.3471757597163,2393.384357264332,1847.848646305004,2556.976224468017,3617.455727258369,2925.049581580727,2925.049581580727,1856.0643188250065,750.7614051780315,2825.598984891779,2793.8542992090984
2596.50632460439,2230.5105695149846,2602.365238740427,3172.0012391716546,1778.3843255164325,2324.703381541736,3940.6603603453286,1146.2046679155778,801.4445347163735,955.3329314293156,1386.3661998073665,1052.4102166126222,2328.984073566794,847.1703048944771,2389.1155081196307,2521.6256357368075,843.4227731318263,2968.271537460343,2878.472967155082,2334.682312952584,2784.074121909204,2198.1191821738403,2404.769060728336,1002.411282113564,2759.925816210763,2580.7912159957154,2265.317819899236,1817.2195162398373,3935.633764174304,3079.4880925803545,2419.5552226027808,1877.287561251228,2538.788344183498,3715.587511226346,2965.4541882387784,2965.4541882387784,1916.019544856614,826.1380133737196,2772.054480739143,2781.7908054092586
2557.876651566311,2047.9632620121893,2693.1169094032493,3206.0143111141447,1833.9802826266216,2343.8052312640298,3927.735475663018,1171.1912917209147,856.6938265909198,952.6749069771035,1367.891474934656,908.3025432660204,2268.717959065179,806.9612157737884,2368.8485097689027,2625.227985407919,813.6816170938544,2990.160829992409,2919.419044378887,2382.202857570838,2823.8680049953928,2131.135503078939,2429.762288889065,1179.4522831979225,2801.603068270398,2721.853317066822,2256.8343970586857,1502.786554466276,3954.1184432095306,3067.8883533176213,2447.645809354836,1903.489747162057,2525.4921885755743,3817.3462524234974,2989.6608831904823,2989.6608831904823,1941.3590583670973,917.7427782666592,2709.0535370549715,2770.4369663461894
