0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1643.5381030608178,2405.399520596842,1889.861978360452,1443.7081462039262,908.1822290932644,868.4992545370244,423.98587626297535,1584.6021300704194,2741.238518726416,3173.189455680328,3269.781805991264,2145.330132674754,2830.95584622011,1680.7682907711014,2215.2280650481707,2784.4070720138134,2277.559383100119,-141.14228517703987,573.3989636420581,2034.891622182446,2625.008129573147,2176.635465907827,1586.4143407618797,1185.5412550285378,3306.0817265468863,621.067397500043,3076.200706178224,2356.741026337124,1615.8404185404193,3346.127096178717,4344.446468146241,2442.930864459062,4344.446468146241,3009.0292934363824,812.7213821448345,747.1540251252247,2788.7986879217224,1451.6447808163402,926.0253048225192,2945.197252643129,2637.313684048365,2870.501274885668,3248.357674369796,1283.514350984162
1676.1873627635948,2577.556852694431,1805.2959837576816,1360.6053091617678,825.8885446453721,1180.9445694915742,335.93596796117777,1557.4021602332268,2512.597837782031,2866.499509251669,3488.909917996995,2344.3951180831973,2830.1239511101708,1885.4177494674568,2098.638298057302,2925.9451977703347,2121.628930981312,-191.5526682339432,543.7628002521151,2024.5332521841635,2437.1157617549675,2093.2294533248305,1431.8959556516952,1136.482729489995,3143.859768011338,596.4472868591834,3069.448506756892,2368.99902660146,1489.3734510289146,3380.3307420625106,4361.977223173725,2452.5457263119883,4361.977223173725,3065.162252657876,1324.43332841163,757.172689900467,2827.443969984709,1533.4711884161916,1015.4776952039314,2875.2393349143726,2577.1864411194515,2904.20637961458,3127.096366272631,1259.1399300499131
1709.704545608976,2729.3514238005346,1723.126471289775,1334.939063888994,773.0104860660972,1451.9024602499412,297.41775004836904,1554.3501559478575,2309.559674728629,2543.4571099195937,3703.292349887121,2586.129816592734,2830.566327801253,2128.573545866536,2001.694553193762,2998.310562994056,1959.9856859982367,-195.3756754880924,505.8641893952945,2013.2547957870288,2258.1514551333307,2016.0130198292488,1285.051877862924,1082.7635408830406,3006.432672890518,579.5836910445157,3064.166882078977,2368.51388894382,1397.8066457991688,3417.2976940994963,4331.916341800366,2465.347867024333,4331.916341800366,3124.50160969376,1998.130644705344,761.3575830552825,2865.467003406556,1624.7015122631185,1080.352934367408,2837.119362136092,2531.7803800749625,2940.7932664344125,3024.4115016270744,1229.8225839192355
1734.7899410757896,2852.326577922466,1647.5173605715336,1363.3903792932217,743.6120801169841,1639.9848278626926,296.5712709910865,1569.70932456735,2145.5719090485923,2217.833312533459,3887.571499408694,2808.4067087108456,2831.146085165801,2377.2882902157,1930.1530478200373,2995.456650201355,1781.9521679152826,-160.9504124767186,475.102958817705,1985.8115151903453,2118.063411267012,1941.147168504748,1160.6714676814138,1028.6685557093238,2895.96054217704,588.7792775158177,3060.2626401972966,2349.5105171073383,1333.2763809751018,3457.3212455180283,4278.0484854599945,2480.6934121777385,4278.0484854599945,3184.375085862849,2747.402734173792,761.7630523569337,2902.709640998904,1723.578265619312,1110.944924513844,2821.9102310696053,2501.9996941361123,2980.420134614021,2948.46958116156,1196.1575076537297
1743.5528743804437,2937.167642263501,1581.817667070186,1434.853363829157,730.3859052756416,1722.575695126371,324.6042675054896,1595.1875596697562,2024.34283448984,1902.923952498665,4017.376535543463,2963.349483031767,2831.603506698663,2598.417379004506,1884.3051605346443,2927.8180658845527,1583.1498318711856,-101.13365177168087,466.4593302846388,1932.7296472996777,2041.79450411176,1864.736321507688,1069.9004976011688,976.5947108823152,2807.7934076819893,651.4914177963062,3057.7791353313314,2309.911247209337,1289.6812628452735,3500.798698285351,4221.244477412871,2498.190209398762,4221.244477412871,3243.067389467197,3459.64444086043,760.2529501353888,2939.6908725462786,1832.4452685112933,1108.7670069761662,2818.68473977559,2485.434178430372,3023.2609375265283,2899.474952403666,1159.3258804270722
1731.7016443725092,2977.3657691368417,1528.165762341083,1532.8041742249534,725.896020768291,1697.6025502877676,383.08329812505895,1622.3059388114611,1942.2196872667544,1611.7466924403225,4072.69240184184,3029.5197287124274,2832.301496736021,2766.5227432002566,1860.5075127877533,2816.84426598852,1367.348816830252,-29.53096596817295,487.2732655919265,1853.950042205496,2039.2718513914083,1785.3307781774697,1017.0242252310574,927.1706235295068,2733.0525122839467,791.6527373008776,3056.863877913976,2253.868542200225,1263.2962249629918,3548.166863339048,4175.763460616583,2517.7761341999294,4175.763460616583,3300.251249987825,4036.4020446047953,758.1117749778261,2977.3139413425088,1954.7076096816545,1082.3704230606386,2817.7837354531466,2478.04261163412,3069.416595022305,2872.771422623283,1120.6210893797372
1700.068174597916,2974.316276693868,1487.1188591323155,1638.0797436442872,723.7395377766352,1581.2803155339234,485.1780504856372,1643.93047765444,1891.9942434105008,1357.3892130862605,4043.032078812345,3012.5170391257484,2833.935024068999,2868.1560134495794,1853.436974088352,2688.316198377158,1145.4626009952071,42.55450470811047,535.3250463325385,1757.606798214469,2100.9295504764127,1706.7235326349223,998.9889248292887,879.8011244003249,2662.487379555851,1015.4748184638138,3057.8063548379605,2190.3796881373173,1251.7890046758043,3599.795427707542,4148.204263450672,2539.599270668255,4148.204263450672,3356.748741532775,4420.413528315517,755.976014024131,3016.5627972213406,2090.908900424348,1042.841247094554,2812.7730510691936,2475.703701085497,3118.868909569136,2861.7103533422337,1080.9993162419537
1654.9720203112097,2937.811547445485,1457.820885147904,1794.23937221582,719.3467828739476,1402.449563018422,649.5312349116339,1655.13270694725,1866.0118294374752,1151.2551109784426,3932.347350357907,2937.259214366749,2837.312051039247,2902.534533763632,1857.7321806012064,2565.9330610520947,932.6365240061084,108.0692815962393,601.8315895003184,1655.5138019966864,2201.94025329131,1638.4644988291473,1007.1960782642856,833.2576521196524,2589.766367166623,1305.6272563598986,3060.959137331009,2129.768326666287,1252.7354887242095,3574.1617417432017,4138.555346942346,2563.7653821889767,4138.555346942346,3413.7850018294807,4603.403400442201,753.9816239008474,3058.314222742363,2236.4470855082795,1000.1942444340076,2800.9760526620776,2475.276851771436,3171.5619674356385,2859.442540205837,1040.9124932494312
1607.1723297814888,2882.4727853745408,1438.276914622737,1867.249386134661,710.2947073488124,1193.9895977248934,890.2519336273417,1653.7844830629851,1857.468165529708,999.9259458741872,3759.5142822691614,2836.7287788294,2843.221321184232,2879.3596681037543,1868.3808449723488,2466.399541727169,744.6094526187846,164.8177221790561,676.1243441454205,1558.5693271177597,2311.977643992232,1592.4250211175558,1030.520225667377,786.1415518667084,2512.614365582022,1625.583329168349,3066.517854344423,2080.4644931304824,1262.6724105051112,3639.946300567005,4142.440604112744,2590.240522179487,4142.440604112744,3472.4467869705204,4617.831108408656,751.9338273398921,3103.2833952982965,2382.7698845023783,962.1611114651082,2782.894167479149,2475.032101477332,3227.676137677563,2860.2253146667435,1000.4217719215889
1568.848016284404,2823.258955223855,1425.3917162272037,1904.4342334634016,696.115252744584,984.4203502110656,1209.106379252412,1640.619250810186,1860.2980282263336,903.2973262799384,3553.3168238116014,2742.0846346391627,2852.205043481953,2815.157901314796,1880.1623532895765,2396.57547015361,594.3507507106435,214.5916588934533,749.6755584980951,1474.0814793810248,2404.876882203749,1576.012371272678,1058.2924769950428,737.250654881482,2432.0224509116924,1929.801550520292,3074.4302268557617,2047.1830192692703,1277.162064916643,3719.807884712544,4149.399070960171,2617.7173855354845,4149.399070960171,3533.550211140833,4519.761824704146,749.4745485351411,3151.930273414692,2521.324312206585,936.5874905213244,2760.9498800816764,2474.5248726419304,3287.7865932430705,2860.303281988125,959.4035958406446
