0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
1374.4444384250662,3286.2161677235463,3256.6580743660707,3147.852248359676,2729.883487903711,3620.9862769768015,1006.5998292339946,2951.3206070486294,2671.4197838911505,2314.779441653882,2356.569123762301,2955.364789356905,1376.7208759040795,3039.3568679589744,4162.1074404575465,2933.8294012966444,2419.935100033056,1759.8928194165358,1788.1259456783202,1050.463357596146,2933.573161641816,632.4725293142644,1736.1414875364917,2648.304981330157,1755.1433184220073,3095.7113707611743,963.7779377966074,1428.490873019167,1034.5682339041932,3866.121392014088,35.19883495868203,3200.804048562132,61.02520728549325,3524.091749571028,3758.975830971384,2745.358804235497,2656.977249302281,3573.457429855255,2967.2571457862687,1610.9465954274287,4196.4442518680335,2427.6596812716466,978.3236934958248,898.2857477677078
1257.2728870181045,3255.063301647366,3316.717557311016,3212.430690391172,2694.5279478430684,3758.301637698763,891.4008873714411,3002.055217147332,2711.18087563412,2269.1455176873324,2371.214708405936,3133.8870764432004,1322.0215852020751,3027.243867238287,4149.86383429577,2908.4593486956264,2428.1054139674543,2175.6682463064208,1786.726592586055,991.8588421587352,3082.580656170885,636.8154413025818,1657.6060951664915,2612.4555778604085,1739.1844702235203,3023.9577365262617,1016.4669009992568,1499.048264484814,1004.9457707878184,3845.595985377542,86.69184192972102,3001.655153342605,59.535524987161125,3603.683064897477,3845.966369954892,2650.446280946948,2641.006958483364,3586.397940232661,3029.988106938642,1683.3443857851769,4228.254738165075,2506.578432269279,898.6897216863067,882.0418547268284
1134.2235029377318,3236.3183183546107,3368.48490471319,3280.378326229455,2641.3889562758845,3909.397736746916,795.6651970308537,3057.2675747396297,2752.831271328586,2268.265476466909,2363.760282192264,3278.305768034923,1275.1060065412928,2992.493855687246,4088.6028256300488,2887.24198093238,2444.1165064643765,2515.589367633469,1784.352519728093,915.320374517009,3226.415685322283,613.3906337880558,1589.938289595991,2585.691423765202,1694.4509642029618,2951.19449087677,1049.1879164091636,1555.936570682903,974.0710962707906,3800.431636225952,172.37356499059524,2809.710957625138,64.93464389932933,3702.2279521595447,3928.579816867501,2573.418455788673,2631.377503308378,3600.871673383112,3099.508640357155,1732.4178370083966,4243.791692441947,2566.183289189037,804.1534129771676,863.4466678815459
1014.8008915519974,3234.0761674699024,3403.5699723778152,3349.325342904919,2568.648573936049,4054.288609642007,731.8023560834899,3117.125121147973,2796.401567953567,2301.328694527217,2336.4422898712646,3379.477619071869,1255.3933133653966,2932.3415678823844,3973.917095107549,2884.146077996332,2475.522065000569,2738.892391379525,1781.0637160527983,824.3916031353547,3357.5848434908885,558.6423756151307,1528.4708661836394,2565.5131014727285,1632.7935798513531,2900.437353283471,1051.1781047192458,1590.5528924474725,941.4860567527004,3717.926941115265,295.2929090731764,2630.2465703952385,105.24520563123065,3811.5366248388937,4000.675860237533,2504.1803473406867,2625.936127967532,3616.8938909658327,3175.249510187363,1846.3979850402893,4245.620051429158,2608.2293966654465,715.6248851424803,844.0441545970059
908.6237773889476,3246.9693060445315,3418.317664385509,3414.518833405368,2480.108153347,4174.696366837316,707.6946705629596,3181.52682374078,2841.938742376568,2354.749477667947,2293.272195383276,3432.3054053238657,1276.7450728917725,2847.052026552132,3811.144082759751,2915.605404213354,2470.064007162157,2837.7353995952244,1779.1435261884003,729.7085522503482,3474.1903613939244,480.9103928823131,1468.8999402579648,2550.0653625546565,1562.785622712634,2882.132146945873,1015.1181711615122,1601.224706217349,906.9104438550316,3594.419055571887,453.04465315433777,2465.3959707446656,235.1490628754728,3917.910153086452,4057.3091555085175,2431.7965994740475,2622.664706193966,3634.646385907195,3254.328928787014,1973.4151257436577,4233.6236244077645,2638.669872979239,654.1275796121868,824.5121102571823
822.5923068655743,3267.567148470848,3414.6259879881723,3470.287002894973,2384.4040160237646,4171.759286989782,725.7875885243502,3250.039542350168,2889.9386729323487,2415.7527074353343,2238.2966072732065,3438.092889400457,1343.8570878634882,2740.33379685912,3613.576965496301,2995.278699904763,2542.347902674198,2831.666892824819,1781.9401789410404,645.2632520509683,3578.527116068932,397.0460435708969,1408.9605781432065,2538.9020511536137,1488.970428858774,2880.678055193671,941.9545000847156,1593.6485100214609,870.2973160565273,3438.408460454487,636.9353787856123,2315.701527218448,503.2049727370559,4007.1942120788926,4096.344498223363,2348.541576795244,2620.208767179852,3654.3123453380736,3324.78538234906,2105.6159960947607,4201.925524858121,2664.8200761412195,634.4665739389202,804.8963854963324
759.7920233907446,3283.6235663059924,3397.886585487063,3511.6404680532823,2292.316651997151,4216.616672104803,784.0871654470832,3321.954578318382,2942.3608895862853,2475.344942116566,2174.0415121543183,3404.5077229991493,1452.2658874148074,2618.3037811019376,3397.1013270566973,3127.626818020492,2629.1352216065907,2756.2067062608817,1791.9081233140628,584.5117773850163,3674.310632825324,325.759963233962,1370.0916512332524,2533.1421264894243,1413.5797853935064,2909.3930411372885,842.4352203123253,1577.5945216201642,831.7472469578026,3267.9116388641723,833.321789232232,2182.0086317957894,915.395004008656,4069.4477343180224,4118.839424840056,2251.296906576992,2618.0799778220603,3675.7454995359353,3361.4345501712737,2235.302905640376,4139.981942463361,2691.8169362772373,661.8200404384072,784.8815109782518
719.9770356874797,3280.9647690519496,3374.4187791588656,3535.0617274815177,2213.1916364481986,4228.874515182682,877.9283404064317,3396.109693185247,3002.613831839846,2529.328976324885,2101.0226941831047,3343.490437657701,1590.5969292773534,2487.2711485343693,3174.965736471395,3303.592109045997,2720.523175268963,2650.492180192676,1808.951949664492,557.2524220529608,3763.553851984048,281.3580988063834,1312.3706640964483,2534.4963032573755,1338.740712039408,2928.412116607932,733.5189649562567,1562.812949386575,791.4531838160256,3104.795370024825,1026.2561013376703,2067.461240093684,1429.7217030138304,4101.2487171882685,4128.362174464676,2141.0113090047284,2616.4902955237244,3698.4888464478126,3335.002164716067,2355.2663085555487,4037.581357632698,2720.651547933149,731.6418486725527,763.9422642268091
700.4370461044734,3247.297187961269,3347.8785984136293,3539.7419739636,2151.86651727359,4216.83702887736,1001.3382941026268,3470.1706253377297,3073.470274809339,2577.0387425381987,2018.592817606628,3268.2206911337325,1743.296388709396,2351.43029332595,2955.7751838147324,3501.3533075078853,2807.5694579365763,2547.567053550348,1829.8661991326744,567.8147028222982,3845.0904445653896,270.3455638248868,1254.1823048042902,2543.356710673466,1267.8505293420085,2916.1721911939985,632.4259801272035,1557.1662947981115,749.738033034057,2968.2907611261567,1201.7197673769847,1977.8008481341287,1974.2209921171989,4105.47599702172,4129.742754617149,2020.8276867205504,2615.992034108724,3722.0569609710137,3228.6309335556944,2458.42224130386,3890.4525988783776,2748.812839215353,831.854733141299,741.4784488013086
696.7587541151479,3175.7234816529417,3314.0875467284404,3528.898042125144,2107.441274444948,4184.334313157892,1147.5158547979236,3540.0001662196337,3145.4718358183263,2619.816486317045,1926.302986675844,3190.3089672445985,1893.4935968815,2211.586475272728,2744.663589132828,3692.888135731772,2884.8692373060603,2468.966451419294,1849.5738116357809,615.1795019808533,3915.591399729943,291.2026571674653,1192.924325412212,2557.511515628014,1206.085902990164,2865.807175516897,551.7039562171353,1566.9983076375063,707.5678811172322,2869.731591909926,1353.394377727045,1918.706615940552,2470.536966546152,4089.354563383156,4127.776554709534,1893.903656920692,2617.261325715788,3746.104246273824,3047.1561588163577,2538.286172485401,3703.744272562632,2772.4422782026613,946.7506232452042,717.0066839542922
703.6692165602865,3067.0559833685256,3261.07164441176,3498.8692086121773,2074.337668686819,4125.701636028774,1308.7353215058044,3600.3029346230105,3129.3284734215563,2661.5822778611264,1824.999717704161,3118.010075426502,2026.0655096745604,2065.3317431015034,2545.2119196777817,3852.9774267386783,2951.210962961516,2423.608255070387,1863.755212355734,694.9429433826442,3971.771225900112,336.46518960981257,1124.2044376036088,2572.5316499708074,1160.251496798693,2786.1636799201,496.8809264570887,1597.8084342185546,668.1976369866493,2810.565355875762,1484.8349801490654,1891.579833226249,2855.351136232389,4061.832442279823,4126.25125025751,1762.3057342338525,2621.0358623766606,3770.519073121445,2814.8134401181687,2590.8305758100378,3491.702296251417,2788.4085516726727,1061.6323243604463,690.3274043950842
715.9472325596612,2929.695853871077,3178.916200300168,3505.1641390704085,2044.477570137445,4029.418549146081,1476.8585506294276,3646.4406845737694,3021.895035771631,2709.7006834388985,1717.835129088039,3055.680225649772,2130.054738050745,1908.6583087458364,2360.350165006233,3966.0149053857135,3008.7919896146027,2519.989240995864,1870.955340289784,801.8834091876536,4012.160251507628,395.80502122745634,1044.0094300711198,2583.171219577523,1137.7927155373534,2695.1866501898235,466.716907238429,1653.7898825979728,638.5318832353585,2783.412477352279,1604.1104972006997,1890.648376292517,3094.691180347008,4031.204611242125,4127.4628492390775,1627.5441105242576,2627.934222541812,3795.5347272455647,2565.942995776621,2616.750451776115,3273.5307257273907,2795.451861838228,1166.6537992144897,661.5594806636418
