0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43
4334.216717413159,1108.0882742977335,2223.627590475033,3906.256056458302,1415.407049728527,682.1222203686493,2726.1672639584585,775.6806010506459,2138.193627337309,1352.3652615044166,1463.5864238044978,2889.867017021084,5465.659701727773,989.2796255727072,2095.918136340564,2595.65720428379,3143.501265804758,2713.206139591905,1782.5093274710298,1568.507120059463,2753.6088799404088,1206.6044036657763,3851.178472562801,3165.8872231880728,2653.854548635179,1014.7807402046684,3052.8964004593777,1735.158298299687,2047.9505759635967,3568.049327780972,3619.060218517026,2533.9012744954134,3170.9814951777794,3484.486469427605,1250.4296103099562,4402.746055165741,2330.27627788588,1530.934281357651,2839.323377021838,1641.752925343348,1589.3406784641395,3076.553178103998,3094.1764837213805,3365.133225479455
4267.277794801003,1039.7363854614252,2200.955804734124,3923.430996201069,1424.1631623831577,747.6702462590233,2756.466576223553,858.7611163539539,2032.5548975075333,1287.5010717631062,1437.1539526901597,2958.869865337114,5487.1810707787645,952.9024536913904,2091.8352383992456,2549.7700168730203,3195.0013205660634,2640.263429096649,1740.9114597100545,1580.0415267640265,2740.2113001840908,1165.3922098101943,3825.053729174436,3153.7452789894533,2619.113660053388,1006.2152554556158,3126.21853784411,2218.6759981961814,2046.226393776717,3656.826670214577,3587.411525478283,2502.9347173016804,3244.1414998612627,3486.758433201776,1337.8922319325218,4576.163376180548,2334.4319508383774,1519.9196089441612,3152.278123740929,1559.5695493705527,1629.9116406369053,3086.2057476408604,3254.22830147996,3376.0130522198288
4216.89890664339,1002.0270120135842,2193.3159114077425,3939.546936055957,1430.5285870455818,822.3081915913519,2768.165716323279,949.8607473963564,1961.0459520917764,1247.2401351634192,1422.681072574532,3135.2169874901624,5378.002670300776,929.4073519281574,2091.9650290463046,2492.6185561423576,3249.734657143857,2583.230346143171,1674.6614245138012,1583.910841687148,2732.228408970751,1122.4731040871616,3777.802455057023,3144.0193363417307,2592.4560485907978,1000.6813965091944,3183.9611667804,2658.0228941545256,2043.3189545257133,3746.78891044967,3563.62448366556,2476.6552465820323,3316.980532523844,3493.177058142864,1434.85623732446,4692.714270753599,2340.4558754263003,1506.1217177007147,3372.1738804276847,1509.8962218089607,1669.6916348667914,3044.436668070964,3398.96481535097,3389.038465595508
4114.8027628340005,988.3468278539436,2204.15554155933,3954.69043217626,1434.224559257536,897.0527210381135,2807.415566799184,1041.6873548125836,1928.074446485842,1235.139867783318,1421.210301936018,3385.566073699506,5209.715652647532,921.01322821207,2094.467518452884,2435.423697255388,3307.7092903522084,2544.556367470554,1596.717135126779,1583.0387071204796,2729.737194987384,1078.1309452499186,3702.702902670528,3136.443001369082,2575.3936857002413,996.969429434944,3221.499669272386,3098.238725827791,2038.022630798301,3831.706343703338,3532.153267426602,2454.1385006105493,3392.898180467507,3501.144190741654,1538.7319782134214,4746.390119467747,2348.8982539778785,1489.530916269339,3486.8831281187704,1493.593814028614,1707.2682813214233,2973.1812045234283,3524.420787179088,3403.8513752016715
3949.351956910595,988.9772820911992,2232.97131690939,3960.39683624108,1434.9430749185,965.6114331684632,2851.2993933682887,1126.1650445985224,1929.929145914426,1247.723840764705,1432.63993788605,3716.6830477138537,5042.385182366648,926.0873278174774,2098.342603032446,2385.960948170787,3369.178137674148,2522.290524952487,1519.900610895003,1579.8814872581383,2734.196298698026,1032.687255996079,3595.877212626373,3130.8422183796506,2567.640332821442,992.3171711438138,3238.3307440509125,3441.750315222353,2029.2343444838025,3904.394010783161,3471.0973364801903,2435.052757477757,3474.646801854983,3506.406499152656,1649.6109803292925,4739.1385630855175,2360.495154160887,1470.1908379024912,3503.535054102413,1504.69253693358,1574.0314163822711,2893.479297723157,3630.7458989644174,3420.0001165140466
3734.778668445612,994.0144083108172,2276.826650107821,3916.8407263947583,1432.471830038662,1024.8255335037898,2899.624141018028,1195.2368623110278,1957.5388359196595,1277.0603704954965,1455.46215212859,3978.223819861165,4914.788456756339,940.4911268183118,2103.4245518865087,2395.3416532065703,3434.5825629953733,2511.144957107523,1453.3980956689677,1576.0184232789634,2747.2083082753074,986.4266934997818,3459.417072393376,3127.210108363409,2567.6096891606603,983.8559544011928,3237.733712079721,3660.942839131599,2016.827262313184,3959.215285214588,3362.879696937774,2419.70503747235,3563.749342557245,3501.445562286205,1765.0295200007345,4673.489685385585,2375.676160593317,1448.1907182459838,3444.465576924097,1533.264381414731,1601.7127377459817,2821.056254774146,3719.452842586533,3437.453378113815
3506.269086077245,995.5329144414133,2331.3943256262205,3752.847855467229,1426.75731456428,1074.3089452113013,2952.066767028614,1241.741705127524,2000.7627828390816,1313.7356420821145,1487.458610372557,4179.78323111288,4842.59547443088,959.231161126996,2110.339784079123,2332.019831839376,3504.265379191818,2504.422005150765,1401.3894398082566,1572.0553014188854,2768.8831704456607,939.5316265149596,3391.1397752159205,3125.6830842186937,2573.092282231988,969.8193728719596,3225.391411793475,3752.8929707144366,2002.4891137713712,3993.883495572618,3204.0812709719607,2408.68816223222,3659.756569328847,3475.7830104982486,1876.4961649735528,4550.865973738761,2395.469632274717,1423.665708433616,3339.58674552104,1568.5544544132676,1625.1377658214442,2764.715321033878,3791.477305663236,3456.647327042858
3304.5049709205305,988.705102351866,2391.6062980795778,3415.335727773002,1418.5187585414178,1115.5803863695478,3008.5046824792435,1260.8558712072622,2052.366153982559,1349.3268694445524,1526.7847126939955,4304.348720110669,4822.493003106234,977.780865340537,2120.3280519341074,2203.76675926584,3578.330940526028,2495.67342230998,1363.3887547064835,1567.803970031143,2797.4928385728617,892.0528482376467,3224.499390096153,3126.400514129776,2581.908031298294,949.917723003485,3207.670005796616,3736.763073692569,1989.676989197419,4009.385950268755,3008.159635469545,2402.4670875927004,3759.125357475892,3418.429073818562,1972.02864050588,4375.678350775948,2424.4070129339498,1396.8107383461074,3218.386955913309,1601.50346154443,1644.3470826132004,2726.8134023092875,3847.242018664917,3478.126844340023
3161.679490582414,971.9407164448093,2452.170366252963,2917.156989051436,1411.0706317721515,1151.0761761597057,3069.2624508337567,1251.2752181747758,2109.838639224759,1377.9578125276355,1572.6308040564154,4354.34524495593,4839.403290350765,992.8663177332526,2134.617143947997,1979.0212003034069,3656.6484619738926,2479.402120095339,1335.652829109666,1562.616413985028,2830.219670407544,843.9778832455331,3052.391704190618,3129.336216063012,2592.408482064008,925.0889538030492,3190.136914675608,3645.4739610243632,1983.377165582894,4006.9818872472697,2800.2603074393846,2401.109569441756,3855.0706745956313,3321.5918256427794,2041.4100024965428,4158.701263951484,2470.9202518552493,1367.1033162840656,3103.974213821384,1626.272508895673,1659.699144114435,2704.8824071697586,3887.5933718497554,3502.15847801408
3093.6334709007133,946.2442990683448,2508.109003491538,2334.118793298735,1410.9538091207946,1183.2765749693783,3135.2232295319577,1215.2267662898698,2174.872756674677,1396.8587908045236,1624.7854179018022,4346.383028812152,4874.092819786429,1005.6016809154974,2153.702178042261,1670.188338010065,3738.937680352496,2447.8559035558555,1313.0141889765227,1551.2043171951666,2864.202816621434,795.3306086424527,2880.9949998799907,3134.278907365478,2603.700335287416,896.9236450459796,3176.64719998703,3515.825574012956,1991.254493948462,3983.7906935119,2607.3363398253964,2404.2488526456623,3939.453123156002,3185.024786678414,2079.963734235652,3916.6865248366,2541.8581083635754,1331.2570043054172,3010.2055504347472,1640.531876052965,1671.6590317797857,2693.8005763061133,3914.436172468625,3528.613003380792
